TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20130101130123,80,4,33,16,0,3,-1,0,0,0,0
20130101130123,63,4,42,6,0,4,-1,0,0,0,0
20130101130611,85,2,33,-1,0,3,-1,0,0,0,-1
20130101130734,54,1,38,-1,0,2,-1,0,0,0,-1
20130101130735,85,3,47,-1,0,3,-1,60,0,0,-1
20130101130970,69,1,24,-1,1,3,3,0,0,0,-1
20130101131007,74,3,33,-1,0,4,-1,0,0,0,-1
20130101131007,75,1,34,-1,0,5,-1,0,0,0,-1
20130101131056,80,4,41,6,0,2,-1,60,0,0,0
20130101131066,85,2,33,-1,0,2,-1,60,0,0,-1
20130101131145,80,4,47,15,0,3,-1,60,0,0,0
20130101131230,85,4,26,8,1,3,3,0,0,0,0
20130101131231,85,1,43,-1,0,2,-1,60,0,0,-1
20130101131289,77,4,33,5,0,4,-1,0,0,0,0
20130101131289,80,4,34,5,0,5,-1,60,0,0,0
20130101131340,85,4,39,32,0,4,-1,60,0,0,0
20130101131491,85,4,44,2,0,2,-1,0,0,0,0
20130101131541,80,4,33,1,0,3,-1,60,0,0,0
20130101131553,67,4,43,2,0,3,-1,0,0,0,0
20130101131553,85,4,49,6,0,4,-1,60,0,0,0
20130101131563,85,4,24,16,1,2,2,0,0,0,0
20130101131580,68,4,43,3,0,2,-1,0,0,0,0
20130101131581,80,1,44,-1,0,2,-1,60,0,0,-1
20130101131581,85,1,44,-1,0,3,-1,60,0,0,-1
20130101131700,85,3,41,-1,0,3,-1,60,0,0,-1
20130101131700,85,3,41,-1,0,4,-1,60,0,0,-1
20130101131718,70,1,44,-1,0,10,-1,0,0,0,-1
20130101131718,70,1,56,-1,0,11,-1,0,0,0,-1
20130101131718,85,1,56,-1,0,12,-1,0,0,0,-1
20130101131808,85,4,33,3,0,3,-1,60,0,0,0
20130101131901,85,4,44,6,0,2,-1,60,0,0,0
20130101132022,63,4,33,6,0,3,-1,0,0,0,0
20130101132036,58,4,33,3,0,4,-1,0,0,0,0
20130101132036,67,4,34,3,0,5,-1,0,0,0,0
20130101132285,63,4,33,3,0,2,-1,0,0,0,0
20130101132285,80,4,47,2,0,3,-1,60,0,0,0
20130101132285,80,4,47,2,0,4,-1,60,0,0,0
20130101132487,85,4,33,3,0,2,-1,60,0,0,0
20130101132497,85,4,34,3,0,4,-1,0,0,0,0
20130111120010,67,1,47,-1,0,4,-1,0,0,0,-1
20130111120575,70,1,44,-1,0,8,-1,0,0,0,-1
20130111120575,70,1,44,-1,0,9,-1,0,0,0,-1
20130111120575,66,4,48,3,0,10,-1,0,0,0,0
20130111120609,74,4,41,7,0,5,-1,0,0,0,0
20130111120609,74,4,42,7,0,6,-1,0,0,0,0
20130111120669,77,1,44,-1,0,3,-1,0,0,0,-1
20130111120738,72,4,39,5,0,6,-1,0,0,0,0
20130111120829,74,4,33,3,0,3,-1,0,0,0,0
20130111120832,75,1,24,-1,1,4,4,0,0,0,-1
20130111121007,56,4,24,4,1,2,2,0,0,0,0
20130111121028,74,4,33,5,0,4,-1,0,0,0,0
20130111121028,76,4,34,5,0,5,-1,0,0,0,0
20130111121353,69,1,40,-1,0,5,-1,0,0,0,-1
20130111121428,80,4,34,2,0,3,-1,60,0,0,0
20130111121444,78,1,20,-1,1,2,2,0,0,0,-1
20130111121660,80,1,34,-1,0,6,-1,60,0,0,-1
20130111121831,80,4,34,4,0,8,-1,60,0,0,0
20130111121927,77,1,33,-1,0,5,-1,0,0,0,-1
20130111122180,85,4,47,20,0,3,-1,60,0,0,0
20130111122234,78,4,33,1,0,3,-1,0,0,0,0
20130111122441,64,1,33,-1,0,6,-1,0,0,0,-1
20130111122514,74,1,41,-1,0,5,-1,0,0,0,-1
20130112120027,70,4,34,13,0,5,-1,0,0,0,0
20130112120044,60,4,49,1,0,3,-1,0,0,0,0
20130112120104,85,4,26,1,1,2,2,0,0,0,0
20130112120108,85,4,33,2,0,3,-1,60,0,0,42
20130112120143,80,4,44,2,0,3,-1,60,0,0,0
20130112120503,85,4,44,10,0,6,-1,0,0,0,0
20130112120503,72,4,44,10,0,7,-1,0,0,0,0
20130112120505,85,2,40,-1,0,4,-1,0,0,0,-1
20130112120523,85,4,39,4,0,3,-1,0,0,0,0
20130112120525,80,4,33,3,0,3,-1,60,0,0,0
20130112120525,80,4,34,3,0,4,-1,60,0,0,0
20130112120525,63,1,43,-1,0,5,-1,0,0,0,-1
20130112120528,85,3,20,-1,1,2,2,0,0,0,-1
20130112120545,80,1,40,-1,0,4,-1,60,0,0,-1
20130112120562,85,1,43,-1,0,2,-1,60,0,0,-1
20130112120584,85,4,43,2,0,5,-1,60,0,0,0
20130112120584,80,4,43,2,0,6,-1,60,0,0,0
20130112120584,64,4,49,6,0,7,-1,0,0,0,0
20130112120609,67,1,43,-1,0,7,-1,0,0,0,-1
20130112120630,72,1,43,-1,0,4,-1,0,0,0,-1
20130112120631,85,3,48,-1,0,4,-1,60,0,0,-1
20130112120643,70,1,43,-1,0,3,-1,0,0,0,-1
20130112120684,85,4,33,6,0,3,-1,60,0,0,0
20130112120684,85,4,34,6,0,4,-1,60,0,0,0
20130112120700,53,4,42,3,0,3,-1,0,0,0,0
20130112120764,70,1,47,-1,0,7,-1,0,0,0,-1
20130112120764,72,1,48,-1,0,8,-1,0,0,0,-1
20130112120764,55,1,56,-1,0,9,-1,0,0,0,-1
20130112120817,85,1,56,-1,0,5,-1,60,0,0,-1
20130112120825,85,3,56,-1,0,4,-1,0,0,0,-1
20130112120825,85,3,56,-1,0,5,-1,0,0,0,-1
20130112120825,85,3,56,-1,0,6,-1,0,0,0,-1
20130112120825,85,3,56,-1,0,7,-1,0,0,0,-1
20130112120835,69,4,47,10,0,2,-1,0,0,0,0
20130112120836,70,2,43,-1,0,3,-1,0,0,0,-1
20130112120841,37,4,20,11,1,2,2,0,0,0,0
20130112120852,73,4,20,2,1,2,2,0,0,0,0
20130112120865,70,4,44,10,0,2,-1,0,0,0,0
20130112120865,75,4,44,10,0,3,-1,0,0,0,0
20130112120880,80,4,20,2,1,2,2,0,0,0,0
20130112120932,76,3,26,-1,1,2,2,0,0,0,-1
20130112120934,85,4,39,4,0,6,-1,60,0,0,0
20130112120955,74,1,39,-1,0,5,-1,0,0,0,-1
20130112120955,75,3,40,-1,0,6,-1,0,0,0,-1
20130112120960,85,2,33,-1,0,5,-1,60,0,0,-1
20130112120966,80,1,39,-1,0,5,-1,0,0,0,-1
20130112120977,65,4,43,3,0,4,-1,0,0,0,0
20130112120987,85,1,43,-1,0,2,-1,60,0,0,-1
20130112120992,62,4,43,2,0,3,-1,0,0,0,0
20130112120996,80,3,56,-1,0,2,-1,0,0,0,-1
20130112120996,85,3,56,-1,0,3,-1,0,0,0,-1
20130112120996,85,3,56,-1,0,4,-1,60,0,0,-1
20130112120996,85,3,56,-1,0,5,-1,60,0,0,-1
20130112121008,80,4,33,10,0,4,-1,60,0,0,0
20130112121063,54,1,33,-1,0,3,-1,0,0,0,-1
20130112121070,80,1,47,-1,0,4,-1,0,0,0,-1
20130112121073,85,1,47,-1,0,6,-1,60,0,0,-1
20130112121073,85,1,48,-1,0,7,-1,60,0,0,-1
20130112121119,71,4,42,5,0,2,-1,0,0,0,0
20130112121148,79,2,20,-1,1,2,2,0,0,0,-1
20130112121153,78,4,47,2,0,4,-1,0,0,0,0
20130112121153,80,4,48,2,0,5,-1,60,0,0,0
20130112121169,79,4,47,5,0,7,-1,0,0,0,0
20130112121169,77,4,47,5,0,8,-1,0,0,0,0
20130112121178,62,4,33,4,0,3,-1,0,0,0,0
20130112121185,75,4,43,2,0,2,-1,0,0,0,0
20130112121190,80,4,34,4,0,6,-1,60,0,0,0
20130112121225,66,1,34,-1,0,4,-1,0,0,0,-1
20130112121225,61,1,41,-1,0,5,-1,0,0,0,-1
20130112121225,85,4,47,5,0,6,-1,60,0,0,0
20130112121225,85,1,43,-1,0,7,-1,0,0,0,-1
20130112121225,71,1,43,-1,0,8,-1,0,0,0,-1
20130112121250,69,4,43,7,0,2,-1,42,0,0,0
20130112121250,74,4,43,7,0,3,-1,0,0,0,0
20130112121250,80,4,34,10,0,4,-1,60,0,0,0
20130112121269,85,4,33,12,0,3,-1,60,0,0,0
20130112121280,72,3,33,-1,0,5,-1,0,0,0,-1
20130112121291,85,4,47,2,0,4,-1,60,0,0,0
20130112121317,54,3,43,-1,0,3,-1,0,0,0,-1
20130112121326,61,3,39,-1,0,11,-1,0,0,0,-1
20130112121330,76,1,47,-1,0,5,-1,0,0,0,-1
20130112121330,85,1,44,-1,0,6,-1,61,0,0,-1
20130112121382,68,4,33,2,0,5,-1,0,0,0,0
20130112121382,79,4,34,2,0,6,-1,0,0,0,0
20130112121395,73,2,43,-1,0,2,-1,0,0,0,-1
20130112121450,80,4,41,1,0,3,-1,0,0,0,0
20130112121450,85,4,39,4,0,4,-1,60,0,0,0
20130112121464,80,4,39,15,0,5,-1,60,0,0,0
20130112121464,80,4,40,15,0,6,-1,60,0,0,0
20130112121472,80,4,24,10,1,5,5,0,0,0,0
20130112121487,61,4,20,2,1,3,3,0,0,0,0
20130112121493,77,1,33,-1,0,5,-1,42,0,0,-1
20130112121493,64,1,34,-1,0,6,-1,42,0,0,-1
20130112121493,60,4,33,1,0,7,-1,42,0,0,0
20130112121501,85,4,47,4,0,6,-1,0,0,0,0
20130112121504,69,4,34,2,0,3,-1,0,0,0,42
20130112121540,75,4,56,4,0,5,-1,0,0,0,0
20130112121549,79,3,33,-1,0,5,-1,0,0,0,-1
20130112121553,85,4,33,5,0,3,-1,0,0,0,0
20130112121553,75,1,56,-1,0,4,-1,0,0,0,-1
20130112121560,78,4,20,3,1,2,2,0,0,0,0
20130112121576,85,4,34,2,0,2,-1,60,0,0,0
20130112121626,80,2,33,-1,0,3,-1,60,0,0,-1
20130112121630,85,4,33,3,0,3,-1,60,0,0,0
20130112121637,61,2,49,-1,0,3,-1,0,0,0,-1
20130112121637,85,4,56,3,0,4,-1,60,0,0,0
20130112121638,80,4,20,10,1,5,5,0,0,0,0
20130112121647,85,4,33,2,0,3,-1,0,0,0,0
20130112121651,85,3,34,-1,0,4,-1,60,0,0,-1
20130112121652,80,4,33,6,0,2,-1,60,0,0,0
20130112121657,85,4,33,5,0,2,-1,60,0,0,0
20130112121657,85,4,41,5,0,3,-1,60,0,0,0
20130112121668,85,4,47,3,0,5,-1,60,0,0,0
20130112121675,80,3,44,-1,0,2,-1,0,0,0,-1
20130112121675,78,3,44,-1,0,3,-1,0,0,0,-1
20130112121681,73,4,43,9,0,3,-1,0,0,0,0
20130112121681,85,4,43,8,0,4,-1,60,0,0,0
20130112121683,62,1,43,-1,0,6,-1,0,0,0,-1
20130112121702,53,3,44,-1,0,6,-1,42,0,0,-1
20130112121752,85,4,33,10,0,3,-1,60,0,0,0
20130112121759,65,1,39,-1,0,5,-1,0,0,0,-1
20130112121773,85,4,44,2,0,6,-1,60,0,0,0
20130112121773,80,3,44,-1,0,7,-1,60,0,0,-1
20130112121799,80,3,33,-1,0,3,-1,60,0,0,-1
20130112121799,80,3,34,-1,0,4,-1,0,0,0,-1
20130112121850,72,4,33,5,0,6,-1,0,0,0,0
20130112121851,85,4,47,10,0,5,-1,60,0,0,0
20130112121857,80,4,43,2,0,2,-1,60,0,0,0
20130112121864,85,3,34,-1,0,2,-1,60,0,0,-1
20130112121865,85,4,44,4,0,2,-1,0,0,0,0
20130112121865,85,4,44,4,0,3,-1,0,0,0,0
20130112121865,85,4,44,4,0,4,-1,0,0,0,0
20130112121865,85,4,44,4,0,5,-1,0,0,0,0
20130112121868,85,4,47,5,0,3,-1,60,0,0,0
20130112121914,77,4,39,15,0,4,-1,0,0,0,0
20130112121916,80,4,33,2,0,4,-1,60,0,0,0
20130112121961,79,3,20,-1,1,2,2,0,0,0,-1
20130112121964,75,3,43,-1,0,4,-1,0,0,0,-1
20130112121985,80,2,33,-1,0,3,-1,60,0,0,-1
20130112122013,66,1,43,-1,0,2,-1,0,0,0,-1
20130112122013,80,4,44,2,0,3,-1,60,0,0,42
20130112122013,69,1,44,-1,0,4,-1,0,0,0,-1
20130112122013,57,1,44,-1,0,5,-1,0,0,0,-1
20130112122013,62,1,44,-1,0,6,-1,0,0,0,-1
20130112122018,85,4,26,1,1,3,3,0,0,0,0
20130112122018,85,1,26,-1,1,4,4,0,0,0,-1
20130112122020,80,1,33,-1,0,3,-1,0,0,0,-1
20130112122037,43,3,37,-1,0,2,-1,0,0,0,-1
20130112122052,85,4,56,2,0,2,-1,0,0,0,0
20130112122052,78,4,49,2,0,3,-1,0,0,0,0
20130112122063,49,4,24,2,1,2,2,0,0,0,0
20130112122063,50,3,24,-1,1,3,3,0,0,0,-1
20130112122072,85,4,48,3,0,5,-1,60,0,0,0
20130112122094,80,4,56,15,0,2,-1,0,0,0,0
20130112122121,80,2,44,-1,0,3,-1,0,0,0,-1
20130112122121,80,2,44,-1,0,4,-1,0,0,0,-1
20130112122128,70,4,44,2,0,4,-1,0,0,0,0
20130112122128,70,4,44,2,0,5,-1,0,0,0,0
20130112122135,72,4,33,2,0,4,-1,0,0,0,0
20130112122146,80,4,43,10,0,3,-1,60,0,0,0
20130112122146,85,4,43,11,0,4,-1,60,0,0,0
20130112122163,85,3,43,-1,0,3,-1,60,0,0,-1
20130112122163,80,4,43,2,0,4,-1,0,0,0,0
20130112122163,80,4,43,2,0,5,-1,0,0,0,0
20130112122163,80,4,43,2,0,6,-1,0,0,0,0
20130112122176,72,4,20,5,1,2,2,0,0,0,0
20130112122178,85,3,56,-1,0,2,-1,60,0,0,-1
20130112122188,85,4,33,3,0,2,-1,60,0,0,0
20130112122188,85,4,34,3,0,3,-1,60,0,0,0
20130112122191,80,1,39,-1,0,4,-1,60,0,0,-1
20130112122200,70,1,33,-1,0,7,-1,0,0,0,-1
20130112122204,85,4,34,8,0,3,-1,60,0,0,0
20130112122205,80,4,33,10,0,4,-1,60,0,0,0
20130112122239,59,1,39,-1,0,5,-1,0,0,0,-1
20130112122242,63,3,44,-1,0,3,-1,0,0,0,-1
20130112122242,65,3,44,-1,0,4,-1,0,0,0,-1
20130112122242,70,2,44,-1,0,5,-1,0,0,0,-1
20130112122242,62,2,44,-1,0,6,-1,0,0,0,-1
20130112122260,70,2,43,-1,0,2,-1,0,0,0,-1
20130112122285,69,1,34,-1,0,5,-1,0,0,0,-1
20130112122288,85,3,33,-1,0,5,-1,60,0,0,-1
20130112122295,60,1,47,-1,0,5,-1,0,0,0,-1
20130112122295,67,1,48,-1,0,6,-1,0,0,0,-1
20130112122331,78,4,33,3,0,2,-1,0,0,0,0
20130112122331,78,4,34,3,0,3,-1,0,0,0,0
20130112122332,72,4,33,5,0,2,-1,0,0,0,0
20130112122379,85,4,33,5,0,3,-1,0,0,0,0
20130112122385,85,4,56,4,0,3,-1,0,0,0,0
20130112122385,53,3,56,-1,0,4,-1,0,0,0,-1
20130112122402,55,4,43,5,0,2,-1,0,0,0,0
20130112122416,70,4,24,6,1,2,2,0,0,0,0
20130112122434,85,4,48,2,0,4,-1,0,0,0,0
20130112122443,66,3,34,-1,0,5,-1,0,0,0,-1
20130112122460,69,1,34,-1,0,3,-1,0,0,0,-1
20130112122469,80,4,48,4,0,3,-1,60,0,0,0
20130112122470,72,3,39,-1,0,4,-1,0,0,0,-1
20130112122470,75,4,40,3,0,5,-1,0,0,0,0
20130112122472,75,1,39,-1,0,3,-1,0,0,0,-1
20130112122482,58,4,26,2,1,3,3,0,0,0,0
20130112122514,85,4,44,7,0,5,-1,60,0,0,0
20130112122514,80,4,44,7,0,6,-1,61,0,0,0
20130112122518,72,4,33,10,0,3,-1,0,0,0,0
20130112122518,85,4,39,8,0,4,-1,0,0,0,0
20130112122518,85,4,40,4,0,5,-1,0,0,0,0
20130201130067,80,4,33,9,0,3,-1,60,0,0,0
20130201130067,85,4,39,2,0,4,-1,60,0,0,0
20130201130088,78,4,38,2,0,2,-1,0,0,0,0
20130201130099,56,1,33,-1,0,2,-1,0,0,0,-1
20130201130100,75,4,33,15,0,2,-1,0,0,0,0
20130201130125,80,2,56,-1,0,2,-1,60,0,0,-1
20130201130129,78,4,44,20,0,2,-1,0,0,0,0
20130201130129,80,4,44,27,0,3,-1,0,0,0,0
20130201130129,80,4,44,15,0,4,-1,0,0,0,0
20130201130129,78,4,44,27,0,5,-1,0,0,0,0
20130201130129,69,4,44,10,0,6,-1,0,0,0,0
20130201130507,85,1,49,-1,0,2,-1,60,43,0,-1
20130201130575,64,1,37,-1,0,2,-1,0,42,0,-1
20130201130577,85,1,43,-1,0,5,-1,60,0,0,-1
20130201130577,85,1,43,-1,0,6,-1,60,0,0,-1
20130201130581,80,4,56,2,0,5,-1,0,0,0,0
20130201130581,65,1,56,-1,0,6,-1,0,0,0,-1
20130201130584,80,4,39,10,0,4,-1,60,0,0,0
20130201130584,80,4,40,10,0,5,-1,60,0,0,0
20130201130599,69,4,43,7,0,2,-1,42,0,42,0
20130201130599,85,4,56,7,0,3,-1,61,0,42,0
20130201130599,85,4,33,7,0,4,-1,61,0,42,0
20130201130599,65,4,47,7,0,5,-1,42,0,42,0
20130201130599,71,4,49,7,0,6,-1,42,0,42,0
20130201130608,64,4,33,2,0,3,-1,0,0,0,0
20130201130608,65,4,41,2,0,4,-1,0,0,0,0
20130201130636,85,4,39,10,0,3,-1,60,0,0,0
20130201130641,80,4,56,2,0,8,-1,61,42,0,42
20130201130641,67,4,56,2,0,9,-1,42,42,0,42
20130201130641,85,4,56,2,0,10,-1,61,42,0,42
20130201130684,85,1,47,-1,0,2,-1,60,0,0,-1
20130201130686,85,4,24,12,1,2,2,0,0,0,0
20130201130712,85,4,33,5,0,2,-1,60,0,0,0
20130201130731,85,2,56,-1,0,3,-1,60,0,0,-1
20130201130741,62,4,20,12,1,2,2,0,0,0,0
20130201130747,63,4,33,5,0,4,-1,0,0,0,0
20130201130747,73,4,34,5,0,5,-1,0,0,0,0
20130201130751,85,4,33,7,0,3,-1,60,0,0,0
20130201130762,80,1,39,-1,0,2,-1,60,0,0,-1
20130201130798,62,4,34,5,0,2,-1,0,0,0,0
20130201130800,74,4,43,3,0,3,-1,0,0,0,0
20130201130801,80,4,47,5,0,4,-1,60,0,0,0
20130201130802,80,2,56,-1,0,2,-1,60,0,0,-1
20130201130802,80,2,56,-1,0,3,-1,60,0,0,-1
20130201130810,85,4,33,3,0,3,-1,0,0,0,0
20130201130814,79,4,20,3,1,2,2,0,0,0,0
20130201130825,76,4,39,10,0,6,-1,0,0,0,0
20130201130832,57,4,24,5,1,4,4,0,0,0,0
20130201130851,70,2,56,-1,0,2,-1,0,0,0,-1
20130201130879,69,4,33,2,0,5,-1,0,0,0,0
20130201130885,78,4,41,5,0,2,-1,0,0,0,0
20130201130888,70,4,34,20,0,4,-1,0,0,0,0
20130201130901,72,4,33,5,0,6,-1,0,0,0,0
20130201130901,75,4,34,2,0,7,-1,0,0,0,0
20130201130929,78,4,33,20,0,5,-1,0,0,0,0
20130201130979,85,4,33,12,0,3,-1,0,0,0,0
20130201130985,80,2,47,-1,0,4,-1,60,0,0,-1
20130201130987,80,4,33,6,0,2,-1,60,0,0,0
20130201131001,80,4,48,1,0,6,-1,0,0,0,0
20130201131009,85,4,47,2,0,3,-1,60,0,0,0
20130201131012,73,4,48,10,0,5,-1,0,0,0,0
20130201131020,79,1,43,-1,0,6,-1,0,0,0,-1
20130201131020,53,1,34,-1,0,7,-1,0,0,0,-1
20130201131020,53,4,33,3,0,8,-1,0,0,0,0
20130201131020,46,4,49,4,0,9,-1,0,0,0,0
20130201131025,80,2,41,-1,0,4,-1,60,0,0,-1
20130201131025,69,1,44,-1,0,5,-1,0,0,0,-1
20130201131042,85,4,43,10,0,3,-1,60,0,0,0
20130201131042,72,4,43,3,0,4,-1,0,0,0,0
20130201131052,85,3,33,-1,0,3,-1,0,0,0,-1
20130201131092,75,2,33,-1,0,4,-1,0,0,0,-1
20130201131092,77,2,34,-1,0,5,-1,0,0,0,-1
20130201131092,85,4,39,2,0,6,-1,60,0,0,0
20130201131133,85,4,33,5,0,2,-1,60,0,0,0
20130201131133,85,4,34,5,0,3,-1,60,0,0,0
20130201131164,80,4,33,3,0,4,-1,60,0,0,0
20130201131164,85,1,40,-1,0,5,-1,60,0,0,-1
20130201131189,85,4,33,4,0,3,-1,60,0,0,0
20130201131222,85,4,44,2,0,2,-1,60,0,0,0
20130201131251,79,1,40,-1,0,3,-1,0,0,0,-1
20130201131251,72,3,33,-1,0,4,-1,0,0,0,-1
20130201131251,66,1,49,-1,0,5,-1,0,0,0,-1
20130201131264,56,4,33,6,0,3,-1,0,0,0,0
20130201131284,85,4,33,5,0,2,-1,60,0,0,0
20130201131308,85,4,20,16,1,2,2,0,0,0,0
20130201131328,69,3,43,-1,0,2,-1,0,0,0,-1
20130201131329,85,4,43,5,0,6,-1,60,0,0,0
20130201131359,65,4,33,10,0,6,-1,0,0,0,0
20130201131359,74,4,39,4,0,7,-1,0,0,0,0
20130201131359,60,4,41,10,0,8,-1,0,0,0,0
20130201131359,70,1,56,-1,0,9,-1,0,0,0,-1
20130201131368,69,4,56,1,0,4,-1,0,0,0,0
20130201131368,80,4,41,15,0,5,-1,60,0,0,0
20130201131370,62,1,34,-1,0,5,-1,0,0,0,-1
20130201131371,85,4,43,13,0,5,-1,60,0,0,0
20130201131371,62,4,43,13,0,6,-1,0,0,0,0
20130201131372,85,4,33,8,0,3,-1,0,0,0,0
20130201131414,62,4,34,1,0,6,-1,0,0,0,0
20130201131419,79,2,24,-1,1,4,4,0,0,0,-1
20130201131434,80,4,20,3,1,2,2,0,0,0,0
20130201131492,65,1,43,-1,0,2,-1,0,0,0,-1
20130201131492,65,1,43,-1,0,3,-1,0,0,0,-1
20130201131511,80,4,34,3,0,5,-1,60,0,0,0
20130201131511,78,4,33,3,0,6,-1,0,0,0,0
20130201131511,85,4,44,4,0,7,-1,60,0,0,0
20130201131516,85,4,33,3,0,2,-1,60,0,0,0
20130201131554,77,4,24,2,1,3,3,0,0,0,0
20130201131555,85,4,33,2,0,7,-1,60,0,0,0
20130201131555,85,4,34,2,0,8,-1,60,0,0,0
20130201131556,85,4,33,3,0,2,-1,60,0,0,0
20130201131591,75,4,56,2,0,2,-1,0,0,0,42
20130201131591,75,4,56,2,0,3,-1,0,0,0,42
20130201131591,75,4,56,4,0,4,-1,0,0,0,42
20130201131591,75,4,56,3,0,5,-1,0,0,0,42
20130201131591,75,4,56,3,0,6,-1,0,0,0,42
20130201131610,80,4,56,5,0,3,-1,60,0,0,0
20130201131610,76,4,43,3,0,4,-1,0,0,0,0
20130201131618,85,4,33,4,0,3,-1,60,0,0,0
20130201131618,56,4,43,1,0,4,-1,0,0,0,0
20130201131640,66,4,20,32,1,2,2,0,0,0,0
20130201131654,78,4,33,2,0,2,-1,0,0,0,0
20130201131654,80,4,34,2,0,3,-1,0,0,0,0
20130201131654,68,3,43,-1,0,4,-1,0,0,0,-1
20130201131662,85,4,34,2,0,3,-1,0,0,0,0
20130201131665,80,4,39,9,0,3,-1,60,0,0,0
20130201131723,85,4,39,6,0,4,-1,0,0,0,0
20130201131724,85,4,24,3,1,3,3,0,0,0,0
20130201131738,79,4,33,5,0,3,-1,0,0,0,0
20130201131738,80,4,34,2,0,4,-1,60,0,0,0
20130201131786,80,4,35,2,0,2,-1,60,0,0,0
20130201131788,85,4,38,4,0,2,-1,60,0,0,0
20130201131788,85,4,49,4,0,3,-1,60,0,0,0
20130201131798,85,4,47,5,0,5,-1,0,0,0,0
20130201131798,62,3,47,-1,0,6,-1,0,0,0,-1
20130201131798,85,1,56,-1,0,7,-1,60,0,0,-1
20130201131813,75,4,26,3,1,4,4,0,0,0,0
20130201131827,76,4,39,2,0,4,-1,0,0,0,0
20130201131841,85,4,43,6,0,3,-1,60,0,0,0
20130201131841,72,4,43,4,0,4,-1,0,0,0,0
20130201131867,78,4,33,5,0,2,-1,0,0,0,0
20130201131876,63,4,30,3,1,2,2,0,0,0,42
20130201131877,62,1,33,-1,0,3,-1,0,0,0,-1
20130201131877,66,1,34,-1,0,4,-1,0,0,0,-1
20130201131878,71,4,20,23,1,2,2,0,0,0,0
20130201131904,71,4,33,6,0,5,-1,0,0,0,0
20130201131904,80,4,34,6,0,6,-1,60,0,0,0
20130201131916,85,4,43,5,0,3,-1,60,0,0,0
20130201131916,80,4,43,7,0,4,-1,60,0,0,0
20130201131919,68,4,44,25,0,2,-1,0,0,0,0
20130201131940,52,1,37,-1,0,4,-1,0,0,0,-1
20130201131950,60,4,34,3,0,5,-1,0,0,0,0
20130201131956,85,4,33,4,0,4,-1,60,0,0,0
20130201131971,64,3,48,-1,0,5,-1,0,0,0,-1
20130201131971,65,3,48,-1,0,6,-1,0,0,0,-1
20130201131980,85,1,56,-1,0,2,-1,60,0,0,-1
20130201131985,79,4,33,5,0,2,-1,0,0,0,0
20130201131985,78,4,34,5,0,3,-1,0,0,0,0
20130201132010,85,4,33,4,0,2,-1,60,0,0,0
20130201132032,85,4,44,20,0,2,-1,60,0,0,0
20130201132032,80,4,33,10,0,3,-1,60,0,0,0
20130201132032,80,4,34,10,0,4,-1,60,0,0,0
20130201132046,79,4,20,2,1,2,2,0,0,0,0
20130201132067,85,2,24,-1,1,2,2,0,0,0,-1
20130201132096,85,1,56,-1,0,7,-1,61,0,0,-1
20130201132100,85,4,34,4,0,3,-1,60,0,0,0
20130201132104,85,4,33,35,0,2,-1,60,0,0,0
20130201132115,76,2,20,-1,1,2,2,0,0,0,-1
20130201132123,68,4,34,11,0,4,-1,0,0,0,0
20130201132128,74,1,37,-1,0,2,-1,0,0,0,-1
20130201132139,78,4,33,2,0,2,-1,0,0,0,0
20130201132139,80,4,34,2,0,3,-1,60,0,0,0
20130201132141,80,1,34,-1,0,5,-1,60,0,0,-1
20130201132142,64,4,24,2,1,3,3,0,0,0,42
20130201132148,85,4,41,2,0,6,-1,60,0,0,0
20130201132153,85,1,34,-1,0,3,-1,60,0,0,-1
20130201132159,64,1,41,-1,0,5,-1,0,0,0,-1
20130201132159,66,1,49,-1,0,6,-1,0,0,0,-1
20130201132167,72,1,44,-1,0,3,-1,0,0,0,-1
20130201132167,85,1,44,-1,0,4,-1,60,0,0,-1
20130201132174,85,4,37,5,0,2,-1,60,0,0,0
20130201132176,67,4,43,2,0,2,-1,0,0,0,0
20130201132176,80,4,43,10,0,3,-1,0,0,0,0
20130201132197,66,4,33,8,0,2,-1,0,0,0,0
20130201132202,64,4,24,5,1,2,2,0,0,0,0
20130201132269,70,4,48,12,0,6,-1,0,0,0,0
20130201132283,85,4,39,6,0,2,-1,60,0,0,0
20130201132329,80,4,33,3,0,2,-1,60,0,0,0
20130201132337,54,4,49,2,0,2,-1,0,0,0,0
20130201132338,77,4,23,2,1,5,5,0,0,0,0
20130201132342,85,4,44,3,0,2,-1,60,0,0,0
20130201132342,85,2,43,-1,0,3,-1,60,0,0,-1
20130201132342,80,4,43,3,0,4,-1,60,0,0,0
20130201132350,69,4,39,10,0,5,-1,0,0,0,0
20130201132350,77,4,40,10,0,6,-1,0,0,0,0
20130201132352,85,1,26,-1,1,4,4,0,0,0,-1
20130201132381,85,4,33,20,0,2,-1,60,0,0,0
20130201132381,85,4,34,20,0,3,-1,60,0,0,0
20130201132392,49,4,34,6,0,4,-1,0,0,0,0
20130201132392,51,4,24,14,1,2,2,0,0,0,0
20130201132397,67,4,30,4,1,2,2,0,0,0,0
20130201132406,85,1,43,-1,0,2,-1,60,0,0,-1
20130201132431,75,3,42,-1,0,5,-1,0,0,0,-1
20130201132451,72,4,33,10,0,7,-1,0,0,0,0
